time (min),induction layer,Strain 6059,Strain 6325,Strain 6326,Strain 6327
7040.5,3758.22156235,2759.27138436,8267.26432333,5337.01012723,7352.8614753
7040.75,3758.22156094,2759.27139461,8267.2643158,5337.01013295,7352.86148317
7041.0,3758.22155954,2759.2714049,8267.26430828,5337.01013932,7352.86149109
7041.25,3758.22155814,2759.27141522,8267.26430076,5337.01014635,7352.86149905
7041.5,3758.22155675,2759.27142557,8267.26429324,5337.01015404,7352.86150706
7041.75,3758.22155536,2759.27143596,8267.26428572,5337.01016241,7352.86151511
7042.0,3758.22155397,2759.27144638,8267.26427821,5337.01017146,7352.86152321
7042.25,3758.22155258,2759.27145683,8267.2642707,5337.01018122,7352.86153136
7042.5,3758.2215512,2759.27146732,8267.2642632,5337.01019168,7352.86153956
7042.75,3758.22154981,2759.27147784,8267.2642557,5337.01020286,7352.8615478
7043.0,3758.22154843,2759.27148839,8267.2642482,5337.01021477,7352.86155609
7043.25,3758.22154706,2759.27149898,8267.2642407,5337.01022742,7352.86156443
7043.5,3758.22154568,2759.2715096,8267.26423321,5337.01024082,7352.86157282
7043.75,3758.22154431,2759.27152025,8267.26422572,5337.01025463,7352.86158125
7044.0,3758.22154294,2759.27153094,8267.26421823,5337.01026858,7352.86158973
7044.25,3758.22154158,2759.27154166,8267.26421075,5337.01028268,7352.86159826
7044.5,3758.22154021,2759.27155241,8267.26420327,5337.01029692,7352.86160683
7044.75,3758.22153885,2759.27156319,8267.26419579,5337.0103113,7352.86161546
7045.0,3758.22153749,2759.27157401,8267.26418831,5337.0103258,7352.86162413
7045.25,3758.22153614,2759.27158487,8267.26418084,5337.01034044,7352.86163285
7045.5,3758.22153478,2759.27159575,8267.26417337,5337.0103552,7352.86164161
7045.75,3758.22153343,2759.27160667,8267.26416591,5337.01037008,7352.86165043
7046.0,3758.22153209,2759.27161762,8267.26415845,5337.01038507,7352.86165929
7046.25,3758.22153074,2759.2716286,8267.26415099,5337.01040018,7352.8616682
7046.5,3758.2215294,2759.27163962,8267.26414353,5337.01041539,7352.86167716
7046.75,3758.22152806,2759.27165067,8267.26413608,5337.01043071,7352.86168617
7047.0,3758.22152672,2759.27166176,8267.26412863,5337.01044612,7352.86169523
7047.25,3758.22152538,2759.27167287,8267.26412118,5337.01046162,7352.86170434
7047.5,3758.22152405,2759.27168402,8267.26411373,5337.01047721,7352.86171349
7047.75,3758.22152272,2759.27169521,8267.26410629,5337.01049289,7352.86172269
7048.0,3758.22152139,2759.27170642,8267.26409886,5337.01050864,7352.86173194
7048.25,3758.22152007,2759.27171767,8267.26409142,5337.01052447,7352.86174124
7048.5,3758.22151875,2759.27172896,8267.26408399,5337.01054037,7352.86175059
7048.75,3758.22151743,2759.27174027,8267.26407656,5337.01055633,7352.86175999
7049.0,3758.22151611,2759.27175162,8267.26406913,5337.01057235,7352.86176944
7049.25,3758.2215148,2759.271763,8267.26406171,5337.01058842,7352.86177894
7049.5,3758.22151349,2759.27177442,8267.26405429,5337.01060454,7352.86178848
7049.75,3758.22151218,2759.27178586,8267.26404687,5337.01062071,7352.86179808
7050.0,3758.22151087,2759.27179735,8267.26403946,5337.01063691,7352.86180773
7050.25,3758.22150957,2759.27180886,8267.26403205,5337.01065314,7352.86181742
7050.5,3758.22150826,2759.27182041,8267.26402464,5337.01066941,7352.86182716
7050.75,3758.22150697,2759.27183199,8267.26401724,5337.01068569,7352.86183696
7051.0,3758.22150567,2759.2718436,8267.26400984,5337.01070199,7352.8618468
7051.25,3758.22150438,2759.27185525,8267.26400244,5337.0107183,7352.8618567
7051.5,3758.22150309,2759.27186693,8267.26399504,5337.01073462,7352.86186664
7051.75,3758.2215018,2759.27187864,8267.26398765,5337.01075093,7352.86187664
7052.0,3758.22150051,2759.27189038,8267.26398026,5337.01076724,7352.86188668
7052.25,3758.22149923,2759.27190216,8267.26397288,5337.01078353,7352.86189678
7052.5,3758.22149795,2759.27191397,8267.26396549,5337.01079981,7352.86190692
7052.75,3758.22149667,2759.27192582,8267.26395811,5337.01081606,7352.86191712
7053.0,3758.2214954,2759.27193769,8267.26395074,5337.01083228,7352.86192736
7053.25,3758.22149412,2759.2719496,8267.26394336,5337.01084847,7352.86193766
7053.5,3758.22149285,2759.27196155,8267.26393599,5337.01086461,7352.86194801
7053.75,3758.22149159,2759.27197352,8267.26392862,5337.01088071,7352.8619584
7054.0,3758.22149032,2759.27198553,8267.26392126,5337.01089675,7352.86196885
7054.25,3758.22148906,2759.27199757,8267.2639139,5337.01091273,7352.86197935
7054.5,3758.2214878,2759.27200965,8267.26390654,5337.01092864,7352.8619899
7054.75,3758.22148654,2759.27202175,8267.26389918,5337.01094447,7352.8620005
7055.0,3758.22148529,2759.27203389,8267.26389183,5337.01096023,7352.86201116
7055.25,3758.22148404,2759.27204607,8267.26388448,5337.0109759,7352.86202186
7055.5,3758.22148279,2759.27205827,8267.26387713,5337.01099147,7352.86203262
7055.75,3758.22148154,2759.27207051,8267.26386979,5337.01100694,7352.86204342
7056.0,3758.2214803,2759.27208278,8267.26386245,5337.01102231,7352.86205428
7056.25,3758.22147906,2759.27209509,8267.26385511,5337.01103756,7352.86206519
7056.5,3758.22147782,2759.27210743,8267.26384778,5337.01105269,7352.86207616
7056.75,3758.22147658,2759.2721198,8267.26384045,5337.0110677,7352.86208717
7057.0,3758.22147535,2759.2721322,8267.26383312,5337.01108257,7352.86209823
7057.25,3758.22147412,2759.27214463,8267.2638258,5337.01109729,7352.86210935
7057.5,3758.22147289,2759.2721571,8267.26381847,5337.01111187,7352.86212052
7057.75,3758.22147166,2759.2721696,8267.26381115,5337.01112629,7352.86213174
7058.0,3758.22147044,2759.27218214,8267.26380384,5337.01114055,7352.86214302
7058.25,3758.22146922,2759.27219471,8267.26379653,5337.01115463,7352.86215434
7058.5,3758.221468,2759.27220731,8267.26378922,5337.01116854,7352.86216572
7058.75,3758.22146679,2759.27221994,8267.26378191,5337.01118227,7352.86217715
7059.0,3758.22146557,2759.2722326,8267.26377461,5337.0111958,7352.86218863
7059.25,3758.22146436,2759.2722453,8267.26376731,5337.01120913,7352.86220017
7059.5,3758.22146315,2759.27225803,8267.26376001,5337.01122225,7352.86221176
7059.75,3758.22146195,2759.27227079,8267.26375271,5337.01123515,7352.8622234
7060.0,3758.22146075,2759.27228359,8267.26374542,5337.01124784,7352.86223509
7060.25,3758.22145955,2759.27229642,8267.26373813,5337.01126029,7352.86224684
7060.5,3758.22145835,2759.27230928,8267.26373085,5337.0112725,7352.86225864
7060.75,3758.22145716,2759.27232217,8267.26372357,5337.01128446,7352.86227049
7061.0,3758.22145596,2759.2723351,8267.26371629,5337.01129617,7352.8622824
7061.25,3758.22145478,2759.27234806,8267.26370901,5337.01130762,7352.86229436
7061.5,3758.22145359,2759.27236105,8267.26370174,5337.01131879,7352.86230637
7061.75,3758.2214524,2759.27237408,8267.26369447,5337.01132969,7352.86231844
7062.0,3758.22145122,2759.27238713,8267.2636872,5337.0113403,7352.86233056
7062.25,3758.22145004,2759.27240022,8267.26367994,5337.01135061,7352.86234273
7062.5,3758.22144887,2759.27241335,8267.26367268,5337.01136062,7352.86235496
7062.75,3758.22144769,2759.2724265,8267.26366542,5337.01137031,7352.86236724
7063.0,3758.22144652,2759.27243969,8267.26365816,5337.01137969,7352.86237957
7063.25,3758.22144536,2759.27245291,8267.26365091,5337.01138874,7352.86239196
7063.5,3758.22144419,2759.27246616,8267.26364366,5337.01139744,7352.86240441
7063.75,3758.22144303,2759.27247945,8267.26363642,5337.01140581,7352.8624169
7064.0,3758.22144187,2759.27249276,8267.26362918,5337.01141381,7352.86242945
7064.25,3758.22144071,2759.27250611,8267.26362194,5337.01142145,7352.86244206
7064.5,3758.22143955,2759.2725195,8267.2636147,5337.01142872,7352.86245472
7064.75,3758.2214384,2759.27253291,8267.26360747,5337.01143561,7352.86246743
7065.0,3758.22143725,2759.27254636,8267.26360024,5337.01144211,7352.8624802
7065.25,3758.2214361,2759.27255984,8267.26359301,5337.0114482,7352.86249302
7065.5,3758.22143496,2759.27257335,8267.26358579,5337.01145389,7352.8625059
7065.75,3758.22143381,2759.2725869,8267.26357856,5337.01145916,7352.86251883
7066.0,3758.22143267,2759.27260047,8267.26357135,5337.01146401,7352.86253182
7066.25,3758.22143154,2759.27261408,8267.26356413,5337.01146841,7352.86254486
7066.5,3758.2214304,2759.27262772,8267.26355692,5337.01147238,7352.86255796
7066.75,3758.22142927,2759.2726414,8267.26354971,5337.01147588,7352.86257111
7067.0,3758.22142814,2759.27265511,8267.2635425,5337.01147892,7352.86258432
7067.25,3758.22142701,2759.27266885,8267.2635353,5337.01148149,7352.86259758
7067.5,3758.22142589,2759.27268262,8267.2635281,5337.01148358,7352.8626109
7067.75,3758.22142477,2759.27269642,8267.26352091,5337.01148517,7352.86262427
7068.0,3758.22142365,2759.27271026,8267.26351371,5337.01148626,7352.8626377
7068.25,3758.22142253,2759.27272413,8267.26350652,5337.01148684,7352.86265119
7068.5,3758.22142142,2759.27273803,8267.26349933,5337.0114869,7352.86266473
7068.75,3758.22142031,2759.27275196,8267.26349215,5337.01148642,7352.86267832
7069.0,3758.2214192,2759.27276593,8267.26348497,5337.0114854,7352.86269198
7069.25,3758.22141809,2759.27277992,8267.26347779,5337.01148383,7352.86270568
7069.5,3758.22141699,2759.27279395,8267.26347062,5337.0114817,7352.86271945
7069.75,3758.22141589,2759.27280801,8267.26346344,5337.011479,7352.86273327
7070.0,3758.22141479,2759.27282211,8267.26345627,5337.01147571,7352.86274714
7070.25,3758.2214137,2759.27283624,8267.26344911,5337.01147183,7352.86276108
7070.5,3758.2214126,2759.27285039,8267.26344194,5337.01146735,7352.86277506
7070.75,3758.22141151,2759.27286459,8267.26343478,5337.01146226,7352.86278911
7071.0,3758.22141043,2759.27287881,8267.26342763,5337.01145654,7352.86280321
7071.25,3758.22140934,2759.27289306,8267.26342047,5337.01145019,7352.86281737
7071.5,3758.22140826,2759.27290735,8267.26341332,5337.0114432,7352.86283158
7071.75,3758.22140718,2759.27292167,8267.26340618,5337.01143555,7352.86284586
7072.0,3758.2214061,2759.27293602,8267.26339903,5337.01142724,7352.86286019
7072.25,3758.22140503,2759.27295041,8267.26339189,5337.01141825,7352.86287457
7072.5,3758.22140395,2759.27296482,8267.26338475,5337.01140857,7352.86288901
7072.75,3758.22140289,2759.27297927,8267.26337762,5337.01139819,7352.86290351
7073.0,3758.22140182,2759.27299375,8267.26337048,5337.01138711,7352.86291807
7073.25,3758.22140075,2759.27300826,8267.26336335,5337.01137531,7352.86293268
7073.5,3758.22139969,2759.27302281,8267.26335623,5337.01136277,7352.86294736
7073.75,3758.22139863,2759.27303738,8267.2633491,5337.0113495,7352.86296208
7074.0,3758.22139758,2759.27305199,8267.26334198,5337.01133547,7352.86297687
7074.25,3758.22139652,2759.27306663,8267.26333487,5337.01132068,7352.86299171
7074.5,3758.22139547,2759.2730813,8267.26332775,5337.01130518,7352.86300662
7074.75,3758.22139442,2759.27309601,8267.26332064,5337.01128944,7352.86302158
7075.0,3758.22139338,2759.27311074,8267.26331353,5337.01127355,7352.86303659
7075.25,3758.22139233,2759.27312551,8267.26330643,5337.01125752,7352.86305167
7075.5,3758.22139129,2759.27314031,8267.26329933,5337.01124134,7352.8630668
7075.75,3758.22139026,2759.27315514,8267.26329223,5337.01122503,7352.86308199
7076.0,3758.22138922,2759.27317001,8267.26328513,5337.01120858,7352.86309724
7076.25,3758.22138819,2759.2731849,8267.26327804,5337.01119201,7352.86311255
7076.5,3758.22138716,2759.27319983,8267.26327095,5337.01117532,7352.86312792
7076.75,3758.22138613,2759.27321479,8267.26326386,5337.0111585,7352.86314334
7077.0,3758.2213851,2759.27322978,8267.26325678,5337.01114157,7352.86315882
7077.25,3758.22138408,2759.2732448,8267.2632497,5337.01112453,7352.86317436
7077.5,3758.22138306,2759.27325986,8267.26324262,5337.01110739,7352.86318996
7077.75,3758.22138204,2759.27327495,8267.26323555,5337.01109014,7352.86320562
7078.0,3758.22138103,2759.27329006,8267.26322848,5337.0110728,7352.86322134
7078.25,3758.22138002,2759.27330521,8267.26322141,5337.01105536,7352.86323712
7078.5,3758.22137901,2759.2733204,8267.26321434,5337.01103784,7352.86325295
7078.75,3758.221378,2759.27333561,8267.26320728,5337.01102024,7352.86326885
7079.0,3758.221377,2759.27335085,8267.26320022,5337.01100256,7352.8632848
7079.25,3758.22137599,2759.27336613,8267.26319317,5337.01098481,7352.86330082
7079.5,3758.22137499,2759.27338144,8267.26318611,5337.01096699,7352.86331689
7079.75,3758.221374,2759.27339678,8267.26317906,5337.01094911,7352.86333302
7080.0,3758.221373,2759.27341215,8267.26317202,5337.01093118,7352.86334921
7080.25,3758.22137201,2759.27342756,8267.26316497,5337.01091319,7352.86336546
7080.5,3758.22137102,2759.27344299,8267.26315793,5337.01089516,7352.86338178
7080.75,3758.22137004,2759.27345846,8267.26315089,5337.01087708,7352.86339815
7081.0,3758.22136905,2759.27347396,8267.26314386,5337.01085898,7352.86341458
7081.25,3758.22136807,2759.27348949,8267.26313683,5337.01084084,7352.86343107
7081.5,3758.2213671,2759.27350505,8267.2631298,5337.01082268,7352.86344762
7081.75,3758.22136612,2759.27352064,8267.26312277,5337.0108045,7352.86346423
7082.0,3758.22136515,2759.27353626,8267.26311575,5337.01078631,7352.8634809
7082.25,3758.22136418,2759.27355192,8267.26310873,5337.01076811,7352.86349763
7082.5,3758.22136321,2759.27356761,8267.26310172,5337.01074991,7352.86351442
7082.75,3758.22136224,2759.27358333,8267.2630947,5337.01073172,7352.86353127
7083.0,3758.22136128,2759.27359908,8267.26308769,5337.01071354,7352.86354819
7083.25,3758.22136032,2759.27361484,8267.26308068,5337.01069537,7352.86356516
7083.5,3758.22135936,2759.27363062,8267.26307368,5337.01067723,7352.86358219
7083.75,3758.22135841,2759.27364642,8267.26306668,5337.01065912,7352.86359929
7084.0,3758.22135746,2759.27366224,8267.26305968,5337.01064104,7352.86361644
7084.25,3758.22135651,2759.27367807,8267.26305269,5337.01062301,7352.86363366
7084.5,3758.22135556,2759.27369391,8267.26304569,5337.01060502,7352.86365094
7084.75,3758.22135461,2759.27370977,8267.26303871,5337.01058709,7352.86366827
7085.0,3758.22135367,2759.27372565,8267.26303172,5337.01056921,7352.86368567
7085.25,3758.22135273,2759.27374154,8267.26302474,5337.01055141,7352.86370313
7085.5,3758.2213518,2759.27375744,8267.26301776,5337.01053368,7352.86372066
7085.75,3758.22135086,2759.27377337,8267.26301078,5337.01051603,7352.86373824
7086.0,3758.22134993,2759.2737893,8267.26300381,5337.01049847,7352.86375589
7086.25,3758.221349,2759.27380525,8267.26299684,5337.010481,7352.86377359
7086.5,3758.22134808,2759.27382122,8267.26298987,5337.01046364,7352.86379136
7086.75,3758.22134715,2759.2738372,8267.26298291,5337.01044638,7352.86380919
7087.0,3758.22134623,2759.2738532,8267.26297594,5337.01042924,7352.86382708
7087.25,3758.22134531,2759.27386921,8267.26296899,5337.01041222,7352.86384504
7087.5,3758.2213444,2759.27388523,8267.26296203,5337.01039532,7352.86386305
7087.75,3758.22134348,2759.27390127,8267.26295508,5337.01037857,7352.86388113
7088.0,3758.22134257,2759.27391732,8267.26294813,5337.01036195,7352.86389927
7088.25,3758.22134167,2759.27393339,8267.26294118,5337.01034549,7352.86391747
7088.5,3758.22134076,2759.27394947,8267.26293424,5337.01032919,7352.86393574
7088.75,3758.22133986,2759.27396557,8267.2629273,5337.01031305,7352.86395407
7089.0,3758.22133896,2759.27398167,8267.26292036,5337.01029708,7352.86397246
7089.25,3758.22133806,2759.2739978,8267.26291343,5337.0102813,7352.86399091
7089.5,3758.22133717,2759.27401393,8267.2629065,5337.0102657,7352.86400942
7089.75,3758.22133627,2759.27403009,8267.26289957,5337.0102503,7352.864028
7090.0,3758.22133538,2759.27404625,8267.26289265,5337.0102351,7352.86404664
7090.25,3758.2213345,2759.27406243,8267.26288573,5337.01022012,7352.86406534
7090.5,3758.22133361,2759.27407862,8267.26287881,5337.01020535,7352.86408411
7090.75,3758.22133273,2759.27409482,8267.26287189,5337.01019081,7352.86410294
7091.0,3758.22133185,2759.27411104,8267.26286498,5337.0101765,7352.86412183
7091.25,3758.22133097,2759.27412727,8267.26285807,5337.01016243,7352.86414079
7091.5,3758.2213301,2759.27414351,8267.26285116,5337.01014862,7352.86415981
7091.75,3758.22132923,2759.27415977,8267.26284426,5337.01013507,7352.86417889
7092.0,3758.22132836,2759.27417604,8267.26283736,5337.01012178,7352.86419804
7092.25,3758.22132749,2759.27419232,8267.26283046,5337.01010877,7352.86421725
7092.5,3758.22132663,2759.27420862,8267.26282357,5337.01009604,7352.86423652
7092.75,3758.22132577,2759.27422492,8267.26281668,5337.01008361,7352.86425586
7093.0,3758.22132491,2759.27424124,8267.26280979,5337.01007147,7352.86427526
7093.25,3758.22132405,2759.27425758,8267.26280291,5337.01005964,7352.86429473
7093.5,3758.2213232,2759.27427392,8267.26279602,5337.01004814,7352.86431426
7093.75,3758.22132235,2759.27429028,8267.26278915,5337.01003696,7352.86433385
7094.0,3758.2213215,2759.27430665,8267.26278227,5337.01002611,7352.86435351
7094.25,3758.22132066,2759.27432303,8267.2627754,5337.01001561,7352.86437323
7094.5,3758.22131981,2759.27433942,8267.26276853,5337.01000546,7352.86439302
7094.75,3758.22131897,2759.27435583,8267.26276166,5337.00999567,7352.86441287
7095.0,3758.22131813,2759.27437224,8267.2627548,5337.00998625,7352.86443278
7095.25,3758.2213173,2759.27438867,8267.26274794,5337.00997721,7352.86445276
7095.5,3758.22131647,2759.27440511,8267.26274108,5337.00996856,7352.86447281
7095.75,3758.22131564,2759.27442156,8267.26273423,5337.00996031,7352.86449292
7096.0,3758.22131481,2759.27443802,8267.26272737,5337.00995246,7352.86451309
7096.25,3758.22131399,2759.2744545,8267.26272053,5337.00994504,7352.86453333
7096.5,3758.22131316,2759.27447098,8267.26271368,5337.00993803,7352.86455363
7096.75,3758.22131234,2759.27448748,8267.26270684,5337.00993146,7352.864574
7097.0,3758.22131153,2759.27450398,8267.2627,5337.00992534,7352.86459444
7097.25,3758.22131071,2759.2745205,8267.26269316,5337.00991967,7352.86461494
7097.5,3758.2213099,2759.27453703,8267.26268633,5337.00991446,7352.8646355
7097.75,3758.22130909,2759.27455357,8267.2626795,5337.00990973,7352.86465613
7098.0,3758.22130829,2759.27457012,8267.26267267,5337.00990548,7352.86467683
7098.25,3758.22130748,2759.27458668,8267.26266585,5337.00990172,7352.86469759
7098.5,3758.22130668,2759.27460325,8267.26265903,5337.00989847,7352.86471842
7098.75,3758.22130588,2759.27461983,8267.26265221,5337.00989572,7352.86473931
7099.0,3758.22130509,2759.27463642,8267.2626454,5337.0098935,7352.86476027
7099.25,3758.22130429,2759.27465302,8267.26263859,5337.00989181,7352.86478129
