time (min),induction layer,Strain 6059,Strain 6325,Strain 6326,Strain 6327
6953.25,3758.22220595,2759.26983172,8267.26630218,5337.01156648,7352.86097242
6953.5,3758.22220392,2759.26983053,8267.26629837,5337.01155068,7352.86096939
6953.75,3758.22220188,2759.26982938,8267.26629455,5337.01153479,7352.86096633
6954.0,3758.22219984,2759.26982826,8267.26629072,5337.0115188,7352.86096326
6954.25,3758.22219779,2759.26982717,8267.26628688,5337.01150272,7352.86096016
6954.5,3758.22219574,2759.26982611,8267.26628303,5337.01148656,7352.86095704
6954.75,3758.22219368,2759.26982508,8267.26627916,5337.01147032,7352.8609539
6955.0,3758.22219162,2759.26982408,8267.26627529,5337.011454,7352.86095074
6955.25,3758.22218955,2759.26982312,8267.26627141,5337.01143761,7352.8609476
6955.5,3758.22218748,2759.26982218,8267.26626751,5337.01142116,7352.86094447
6955.75,3758.2221854,2759.26982128,8267.26626361,5337.01140464,7352.86094137
6956.0,3758.22218331,2759.2698204,8267.26625969,5337.01138807,7352.86093828
6956.25,3758.22218122,2759.26981956,8267.26625576,5337.01137145,7352.86093521
6956.5,3758.22217912,2759.26981875,8267.26625183,5337.01135477,7352.86093215
6956.75,3758.22217702,2759.26981797,8267.26624788,5337.01133806,7352.86092912
6957.0,3758.22217491,2759.26981722,8267.26624392,5337.0113213,7352.8609261
6957.25,3758.2221728,2759.2698165,8267.26623995,5337.01130451,7352.8609231
6957.5,3758.22217068,2759.26981581,8267.26623597,5337.01128769,7352.86092013
6957.75,3758.22216856,2759.26981516,8267.26623198,5337.01127085,7352.86091717
6958.0,3758.22216643,2759.26981453,8267.26622798,5337.01125399,7352.86091422
6958.25,3758.2221643,2759.26981394,8267.26622397,5337.01123712,7352.8609113
6958.5,3758.22216216,2759.26981338,8267.26621994,5337.01122024,7352.8609084
6958.75,3758.22216001,2759.26981285,8267.26621591,5337.01120335,7352.86090552
6959.0,3758.22215786,2759.26981235,8267.26621186,5337.01118647,7352.86090265
6959.25,3758.2221557,2759.26981188,8267.26620781,5337.01116959,7352.8608998
6959.5,3758.22215354,2759.26981144,8267.26620374,5337.01115273,7352.86089698
6959.75,3758.22215137,2759.26981104,8267.26619967,5337.01113588,7352.86089417
6960.0,3758.2221492,2759.26981066,8267.26619558,5337.01111906,7352.86089138
6960.25,3758.22214702,2759.26981032,8267.26619148,5337.01110227,7352.86088861
6960.5,3758.22214484,2759.26981001,8267.26618737,5337.01108551,7352.86088587
6960.75,3758.22214265,2759.26980973,8267.26618325,5337.01106879,7352.86088314
6961.0,3758.22214045,2759.26980948,8267.26617912,5337.01105212,7352.86088043
6961.25,3758.22213825,2759.26980926,8267.26617498,5337.0110355,7352.86087774
6961.5,3758.22213605,2759.26980907,8267.26617083,5337.01101894,7352.86087507
6961.75,3758.22213384,2759.26980892,8267.26616667,5337.01100244,7352.86087242
6962.0,3758.22213162,2759.2698088,8267.2661625,5337.01098601,7352.86086979
6962.25,3758.2221294,2759.2698087,8267.26615831,5337.01096965,7352.86086718
6962.5,3758.22212718,2759.26980864,8267.26615412,5337.01095338,7352.8608646
6962.75,3758.22212496,2759.26980862,8267.26614991,5337.01093719,7352.86086203
6963.0,3758.22212275,2759.26980862,8267.2661457,5337.0109211,7352.86085948
6963.25,3758.22212054,2759.26980865,8267.26614147,5337.01090511,7352.86085695
6963.5,3758.22211833,2759.26980872,8267.26613724,5337.01088922,7352.86085445
6963.75,3758.22211613,2759.26980882,8267.26613299,5337.01087345,7352.86085196
6964.0,3758.22211393,2759.26980895,8267.26612873,5337.01085779,7352.8608495
6964.25,3758.22211173,2759.26980911,8267.26612446,5337.01084226,7352.86084705
6964.5,3758.22210953,2759.2698093,8267.26612018,5337.01082686,7352.86084463
6964.75,3758.22210734,2759.26980952,8267.26611589,5337.0108116,7352.86084223
6965.0,3758.22210514,2759.26980978,8267.26611159,5337.01079648,7352.86083985
6965.25,3758.22210295,2759.26981007,8267.26610728,5337.01078152,7352.86083749
6965.5,3758.22210077,2759.26981039,8267.26610295,5337.01076671,7352.86083515
6965.75,3758.22209858,2759.26981074,8267.26609862,5337.01075207,7352.86083284
6966.0,3758.2220964,2759.26981112,8267.26609428,5337.0107376,7352.86083054
6966.25,3758.22209422,2759.26981153,8267.26608992,5337.0107233,7352.86082827
6966.5,3758.22209205,2759.26981198,8267.26608556,5337.0107092,7352.86082602
6966.75,3758.22208987,2759.26981246,8267.26608118,5337.01069528,7352.86082378
6967.0,3758.2220877,2759.26981297,8267.2660768,5337.01068157,7352.86082158
6967.25,3758.22208553,2759.26981351,8267.2660724,5337.01066806,7352.86081939
6967.5,3758.22208337,2759.26981408,8267.26606799,5337.01065476,7352.86081723
6967.75,3758.22208121,2759.26981469,8267.26606357,5337.01064169,7352.86081508
6968.0,3758.22207904,2759.26981532,8267.26605914,5337.01062884,7352.86081296
6968.25,3758.22207689,2759.26981599,8267.2660547,5337.01061623,7352.86081087
6968.5,3758.22207473,2759.26981669,8267.26605025,5337.01060386,7352.86080879
6968.75,3758.22207258,2759.26981742,8267.26604579,5337.01059175,7352.86080674
6969.0,3758.22207043,2759.26981819,8267.26604132,5337.01057989,7352.86080471
6969.25,3758.22206828,2759.26981898,8267.26603683,5337.01056829,7352.8608027
6969.5,3758.22206614,2759.26981981,8267.26603234,5337.01055697,7352.86080071
6969.75,3758.22206399,2759.26982067,8267.26602784,5337.01054593,7352.86079875
6970.0,3758.22206185,2759.26982156,8267.26602332,5337.01053517,7352.86079681
6970.25,3758.22205972,2759.26982249,8267.2660188,5337.01052472,7352.86079489
6970.5,3758.22205758,2759.26982344,8267.26601426,5337.01051456,7352.860793
6970.75,3758.22205545,2759.26982443,8267.26600971,5337.01050472,7352.86079113
6971.0,3758.22205332,2759.26982545,8267.26600515,5337.0104952,7352.86078928
6971.25,3758.22205119,2759.2698265,8267.26600059,5337.010486,7352.86078745
6971.5,3758.22204907,2759.26982759,8267.26599601,5337.01047715,7352.86078565
6971.75,3758.22204695,2759.2698287,8267.26599142,5337.01046863,7352.86078388
6972.0,3758.22204483,2759.26982985,8267.26598682,5337.01046047,7352.86078212
6972.25,3758.22204271,2759.26983103,8267.2659822,5337.01045266,7352.86078039
6972.5,3758.2220406,2759.26983225,8267.26597758,5337.01044523,7352.86077868
6972.75,3758.22203849,2759.26983349,8267.26597295,5337.01043817,7352.860777
6973.0,3758.22203638,2759.26983477,8267.26596831,5337.0104315,7352.86077534
6973.25,3758.22203427,2759.26983608,8267.26596365,5337.01042522,7352.8607737
6973.5,3758.22203217,2759.26983742,8267.26595899,5337.01041934,7352.86077209
6973.75,3758.22203007,2759.26983879,8267.26595431,5337.01041387,7352.8607705
6974.0,3758.22202797,2759.26984019,8267.26594963,5337.01040883,7352.86076894
6974.25,3758.22202587,2759.26984163,8267.26594493,5337.01040421,7352.8607674
6974.5,3758.22202378,2759.2698431,8267.26594022,5337.01040002,7352.86076589
6974.75,3758.22202169,2759.2698446,8267.2659355,5337.01039628,7352.8607644
6975.0,3758.2220196,2759.26984614,8267.26593077,5337.010393,7352.86076293
6975.25,3758.22201752,2759.2698477,8267.26592604,5337.01039018,7352.86076149
6975.5,3758.22201544,2759.2698493,8267.26592128,5337.01038783,7352.86076007
6975.75,3758.22201336,2759.26985093,8267.26591652,5337.01038596,7352.86075868
6976.0,3758.22201128,2759.2698526,8267.26591175,5337.01038458,7352.86075731
6976.25,3758.2220092,2759.26985429,8267.26590697,5337.0103837,7352.86075597
6976.5,3758.22200713,2759.26985602,8267.26590218,5337.01038333,7352.86075465
6976.75,3758.22200506,2759.26985778,8267.26589737,5337.01038348,7352.86075336
6977.0,3758.222003,2759.26985957,8267.26589256,5337.01038415,7352.86075209
6977.25,3758.22200093,2759.2698614,8267.26588773,5337.01038536,7352.86075085
6977.5,3758.22199887,2759.26986326,8267.2658829,5337.01038712,7352.86074963
6977.75,3758.22199681,2759.26986514,8267.26587805,5337.01038942,7352.86074844
6978.0,3758.22199475,2759.26986707,8267.26587319,5337.0103923,7352.86074728
6978.25,3758.2219927,2759.26986902,8267.26586833,5337.01039575,7352.86074614
6978.5,3758.22199065,2759.26987101,8267.26586345,5337.01039978,7352.86074502
6978.75,3758.2219886,2759.26987303,8267.26585856,5337.0104044,7352.86074393
6979.0,3758.22198655,2759.26987508,8267.26585366,5337.01040963,7352.86074287
6979.25,3758.22198451,2759.26987716,8267.26584875,5337.01041547,7352.86074183
6979.5,3758.22198247,2759.26987928,8267.26584383,5337.01042193,7352.86074082
6979.75,3758.22198043,2759.26988143,8267.26583889,5337.01042903,7352.86073984
6980.0,3758.2219784,2759.26988361,8267.26583395,5337.01043677,7352.86073888
6980.25,3758.22197636,2759.26988582,8267.265829,5337.01044516,7352.86073795
6980.5,3758.22197433,2759.26988807,8267.26582403,5337.01045421,7352.86073704
6980.75,3758.2219723,2759.26989035,8267.26581906,5337.01046393,7352.86073616
6981.0,3758.22197028,2759.26989266,8267.26581407,5337.01047434,7352.86073531
6981.25,3758.22196826,2759.269895,8267.26580908,5337.01048544,7352.86073448
6981.5,3758.22196624,2759.26989738,8267.26580407,5337.01049724,7352.86073368
6981.75,3758.22196422,2759.26989979,8267.26579905,5337.01050973,7352.86073291
6982.0,3758.2219622,2759.26990223,8267.26579402,5337.01052249,7352.86073216
6982.25,3758.22196019,2759.26990471,8267.26578898,5337.01053539,7352.86073144
6982.5,3758.22195818,2759.26990721,8267.26578393,5337.01054842,7352.86073075
6982.75,3758.22195618,2759.26990975,8267.26577887,5337.01056158,7352.86073008
6983.0,3758.22195417,2759.26991232,8267.2657738,5337.01057487,7352.86072944
6983.25,3758.22195217,2759.26991493,8267.26576872,5337.01058829,7352.86072883
6983.5,3758.22195017,2759.26991757,8267.26576363,5337.01060183,7352.86072825
6983.75,3758.22194817,2759.26992024,8267.26575852,5337.01061548,7352.86072769
6984.0,3758.22194618,2759.26992294,8267.26575341,5337.01062924,7352.86072716
6984.25,3758.22194419,2759.26992567,8267.26574829,5337.01064311,7352.86072666
6984.5,3758.2219422,2759.26992844,8267.26574315,5337.01065709,7352.86072619
6984.75,3758.22194021,2759.26993124,8267.26573801,5337.01067116,7352.86072574
6985.0,3758.22193823,2759.26993408,8267.26573285,5337.01068533,7352.86072532
6985.25,3758.22193625,2759.26993694,8267.26572768,5337.01069959,7352.86072493
6985.5,3758.22193427,2759.26993984,8267.2657225,5337.01071394,7352.86072457
6985.75,3758.2219323,2759.26994277,8267.26571731,5337.01072837,7352.86072423
6986.0,3758.22193032,2759.26994574,8267.26571211,5337.01074288,7352.86072393
6986.25,3758.22192835,2759.26994873,8267.2657069,5337.01075746,7352.86072365
6986.5,3758.22192638,2759.26995176,8267.26570168,5337.0107721,7352.8607234
6986.75,3758.22192442,2759.26995483,8267.26569645,5337.01078682,7352.86072318
6987.0,3758.22192246,2759.26995792,8267.26569121,5337.01080159,7352.86072299
6987.25,3758.2219205,2759.26996105,8267.26568596,5337.01081641,7352.86072282
6987.5,3758.22191854,2759.26996421,8267.26568069,5337.01083129,7352.86072269
6987.75,3758.22191658,2759.26996741,8267.26567542,5337.01084621,7352.86072258
6988.0,3758.22191463,2759.26997063,8267.26567013,5337.01086117,7352.8607225
6988.25,3758.22191268,2759.26997389,8267.26566484,5337.01087616,7352.86072245
6988.5,3758.22191073,2759.26997718,8267.26565953,5337.01089118,7352.86072243
6988.75,3758.22190879,2759.26998051,8267.26565421,5337.01090623,7352.86072244
6989.0,3758.22190685,2759.26998387,8267.26564889,5337.01092129,7352.86072248
6989.25,3758.22190491,2759.26998726,8267.26564355,5337.01093637,7352.86072255
6989.5,3758.22190297,2759.26999068,8267.2656382,5337.01095146,7352.86072265
6989.75,3758.22190104,2759.26999414,8267.26563284,5337.01096655,7352.86072277
6990.0,3758.22189911,2759.26999763,8267.26562747,5337.01098164,7352.86072293
6990.25,3758.22189718,2759.27000115,8267.26562209,5337.01099672,7352.86072311
6990.5,3758.22189525,2759.2700047,8267.26561669,5337.01101179,7352.86072333
6990.75,3758.22189333,2759.27000829,8267.26561129,5337.01102684,7352.86072357
6991.0,3758.22189141,2759.27001191,8267.26560588,5337.01104187,7352.86072385
6991.25,3758.22188949,2759.27001557,8267.26560045,5337.01105686,7352.86072415
6991.5,3758.22188757,2759.27001925,8267.26559502,5337.01107182,7352.86072449
6991.75,3758.22188566,2759.27002297,8267.26558957,5337.01108674,7352.86072485
6992.0,3758.22188375,2759.27002673,8267.26558412,5337.01110161,7352.86072525
6992.25,3758.22188184,2759.27003051,8267.26557865,5337.01111642,7352.86072567
6992.5,3758.22187993,2759.27003433,8267.26557317,5337.01113118,7352.86072613
6992.75,3758.22187803,2759.27003818,8267.26556769,5337.01114587,7352.86072661
6993.0,3758.22187613,2759.27004207,8267.26556219,5337.01116049,7352.86072713
6993.25,3758.22187423,2759.27004599,8267.26555668,5337.01117503,7352.86072767
6993.5,3758.22187234,2759.27004994,8267.26555116,5337.01118949,7352.86072825
6993.75,3758.22187045,2759.27005392,8267.26554563,5337.01120385,7352.86072886
6994.0,3758.22186856,2759.27005794,8267.26554008,5337.01121812,7352.8607295
6994.25,3758.22186667,2759.27006199,8267.26553453,5337.01123229,7352.86073017
6994.5,3758.22186478,2759.27006607,8267.26552897,5337.01124635,7352.86073087
6994.75,3758.2218629,2759.27007019,8267.26552339,5337.01126029,7352.8607316
6995.0,3758.22186102,2759.27007433,8267.26551781,5337.01127411,7352.86073236
6995.25,3758.22185915,2759.27007852,8267.26551221,5337.0112878,7352.86073316
6995.5,3758.22185727,2759.27008273,8267.26550661,5337.01130135,7352.86073398
6995.75,3758.2218554,2759.27008698,8267.26550099,5337.01131477,7352.86073484
6996.0,3758.22185353,2759.27009126,8267.26549536,5337.01132803,7352.86073573
6996.25,3758.22185167,2759.27009558,8267.26548973,5337.01134113,7352.86073665
6996.5,3758.2218498,2759.27009992,8267.26548408,5337.01135408,7352.8607376
6996.75,3758.22184794,2759.2701043,8267.26547842,5337.01136685,7352.86073858
6997.0,3758.22184608,2759.27010872,8267.26547275,5337.01137944,7352.8607396
6997.25,3758.22184423,2759.27011316,8267.26546707,5337.01139186,7352.86074065
6997.5,3758.22184237,2759.27011764,8267.26546138,5337.01140407,7352.86074173
6997.75,3758.22184052,2759.27012216,8267.26545567,5337.0114161,7352.86074284
6998.0,3758.22183867,2759.2701267,8267.26544996,5337.01142791,7352.86074398
6998.25,3758.22183683,2759.27013128,8267.26544424,5337.01143951,7352.86074516
6998.5,3758.22183499,2759.27013589,8267.2654385,5337.0114509,7352.86074636
6998.75,3758.22183315,2759.27014054,8267.26543276,5337.01146205,7352.8607476
6999.0,3758.22183131,2759.27014522,8267.265427,5337.01147297,7352.86074888
6999.25,3758.22182947,2759.27014993,8267.26542124,5337.01148364,7352.86075018
6999.5,3758.22182764,2759.27015468,8267.26541546,5337.01149407,7352.86075152
6999.75,3758.22182581,2759.27015945,8267.26540967,5337.01150424,7352.86075289
7000.0,3758.22182398,2759.27016427,8267.26540387,5337.01151414,7352.8607543
7000.25,3758.22182216,2759.27016911,8267.26539806,5337.01152377,7352.86075573
7000.5,3758.22182034,2759.27017399,8267.26539224,5337.01153311,7352.8607572
7000.75,3758.22181852,2759.2701789,8267.26538641,5337.01154217,7352.8607587
7001.0,3758.2218167,2759.27018384,8267.26538057,5337.01155093,7352.86076024
7001.25,3758.22181489,2759.27018882,8267.26537472,5337.01155938,7352.86076181
7001.5,3758.22181307,2759.27019383,8267.26536886,5337.01156752,7352.86076341
7001.75,3758.22181126,2759.27019888,8267.26536299,5337.01157534,7352.86076505
7002.0,3758.22180946,2759.27020395,8267.2653571,5337.01158283,7352.86076672
7002.25,3758.22180765,2759.27020906,8267.26535121,5337.01158999,7352.86076842
7002.5,3758.22180585,2759.27021421,8267.2653453,5337.01159679,7352.86077016
7002.75,3758.22180405,2759.27021938,8267.26533939,5337.01160324,7352.86077193
7003.0,3758.22180226,2759.2702246,8267.26533346,5337.01160933,7352.86077373
7003.25,3758.22180046,2759.27022984,8267.26532752,5337.01161505,7352.86077557
7003.5,3758.22179867,2759.27023512,8267.26532157,5337.01162039,7352.86077744
7003.75,3758.22179689,2759.27024043,8267.26531561,5337.01162534,7352.86077935
7004.0,3758.2217951,2759.27024577,8267.26530964,5337.01162989,7352.86078129
7004.25,3758.22179332,2759.27025115,8267.26530366,5337.01163404,7352.86078326
7004.5,3758.22179154,2759.27025656,8267.26529767,5337.01163777,7352.86078527
7004.75,3758.22178976,2759.270262,8267.26529167,5337.01164108,7352.86078731
7005.0,3758.22178798,2759.27026747,8267.26528566,5337.01164396,7352.86078939
7005.25,3758.22178621,2759.27027298,8267.26527964,5337.0116464,7352.8607915
7005.5,3758.22178444,2759.27027853,8267.2652736,5337.01164838,7352.86079365
7005.75,3758.22178267,2759.2702841,8267.26526756,5337.01164991,7352.86079583
7006.0,3758.22178091,2759.27028971,8267.2652615,5337.01165097,7352.86079805
7006.25,3758.22177915,2759.27029536,8267.26525544,5337.01165155,7352.8608003
7006.5,3758.22177739,2759.27030103,8267.26524936,5337.01165165,7352.86080259
7006.75,3758.22177563,2759.27030674,8267.26524327,5337.01165125,7352.86080491
7007.0,3758.22177388,2759.27031249,8267.26523718,5337.01165034,7352.86080727
7007.25,3758.22177212,2759.27031826,8267.26523107,5337.01164893,7352.86080966
7007.5,3758.22177037,2759.27032407,8267.26522495,5337.01164698,7352.86081208
7007.75,3758.22176863,2759.27032992,8267.26521882,5337.01164451,7352.86081455
7008.0,3758.22176688,2759.27033579,8267.26521268,5337.01164149,7352.86081705
7008.25,3758.22176514,2759.2703417,8267.26520653,5337.01163792,7352.86081958
7008.5,3758.2217634,2759.27034765,8267.26520036,5337.01163379,7352.86082215
7008.75,3758.22176167,2759.27035362,8267.26519419,5337.01162908,7352.86082475
7009.0,3758.22175993,2759.27035963,8267.26518801,5337.0116238,7352.86082739
7009.25,3758.2217582,2759.27036567,8267.26518181,5337.01161792,7352.86083007
7009.5,3758.22175648,2759.27037175,8267.26517561,5337.01161144,7352.86083278
7009.75,3758.22175475,2759.27037786,8267.26516939,5337.01160435,7352.86083553
7010.0,3758.22175303,2759.270384,8267.26516317,5337.01159664,7352.86083832
7010.25,3758.22175131,2759.27039018,8267.26515693,5337.0115883,7352.86084114
7010.5,3758.22174959,2759.27039639,8267.26515068,5337.01157932,7352.860844
7010.75,3758.22174787,2759.27040264,8267.26514442,5337.01156968,7352.86084689
7011.0,3758.22174616,2759.27040891,8267.26513816,5337.01155938,7352.86084982
7011.25,3758.22174445,2759.27041522,8267.26513188,5337.01154842,7352.86085279
7011.5,3758.22174274,2759.27042157,8267.26512559,5337.01153677,7352.86085579
7011.75,3758.22174104,2759.27042794,8267.26511928,5337.01152442,7352.86085883
7012.0,3758.22173934,2759.27043435,8267.26511297,5337.01151138,7352.86086191
7012.25,3758.22173764,2759.2704408,8267.26510665,5337.01149762,7352.86086503
7012.5,3758.22173594,2759.27044728,8267.26510032,5337.01148313,7352.86086818
7012.75,3758.22173424,2759.27045379,8267.26509397,5337.01146806,7352.86087137
7013.0,3758.22173255,2759.27046033,8267.26508762,5337.01145282,7352.86087459
7013.25,3758.22173086,2759.27046691,8267.26508125,5337.01143744,7352.86087785
7013.5,3758.22172918,2759.27047352,8267.26507488,5337.01142193,7352.86088115
7013.75,3758.22172749,2759.27048016,8267.26506849,5337.01140628,7352.86088449
7014.0,3758.22172581,2759.27048684,8267.26506209,5337.01139051,7352.86088787
7014.25,3758.22172413,2759.27049355,8267.26505569,5337.01137461,7352.86089128
7014.5,3758.22172246,2759.2705003,8267.26504927,5337.01135859,7352.86089473
7014.75,3758.22172078,2759.27050708,8267.26504284,5337.01134246,7352.86089822
7015.0,3758.22171911,2759.27051389,8267.2650364,5337.01132622,7352.86090174
7015.25,3758.22171744,2759.27052073,8267.26502995,5337.01130986,7352.86090531
7015.5,3758.22171578,2759.27052761,8267.26502348,5337.01129341,7352.86090891
7015.75,3758.22171411,2759.27053452,8267.26501701,5337.01127686,7352.86091255
7016.0,3758.22171245,2759.27054147,8267.26501053,5337.01126021,7352.86091623
7016.25,3758.22171079,2759.27054845,8267.26500404,5337.01124347,7352.86091994
7016.5,3758.22170914,2759.27055546,8267.26499753,5337.01122665,7352.8609237
7016.75,3758.22170749,2759.27056251,8267.26499102,5337.01120975,7352.86092749
7017.0,3758.22170584,2759.27056958,8267.26498449,5337.01119277,7352.86093132
7017.25,3758.22170419,2759.2705767,8267.26497795,5337.01117572,7352.86093519
7017.5,3758.22170254,2759.27058384,8267.26497141,5337.01115861,7352.8609391
7017.75,3758.2217009,2759.27059102,8267.26496485,5337.01114143,7352.86094305
7018.0,3758.22169926,2759.27059824,8267.26495828,5337.0111242,7352.86094704
7018.25,3758.22169762,2759.27060548,8267.2649517,5337.01110691,7352.86095106
7018.5,3758.22169599,2759.27061276,8267.26494511,5337.01108958,7352.86095513
7018.75,3758.22169436,2759.27062008,8267.26493851,5337.01107221,7352.86095923
7019.0,3758.22169273,2759.27062742,8267.2649319,5337.0110548,7352.86096337
7019.25,3758.2216911,2759.2706348,8267.26492528,5337.01103735,7352.86096755
7019.5,3758.22168948,2759.27064222,8267.26491865,5337.01101989,7352.86097178
7019.75,3758.22168786,2759.27064966,8267.264912,5337.0110024,7352.86097604
7020.0,3758.22168624,2759.27065714,8267.26490535,5337.0109849,7352.86098034
7020.25,3758.22168462,2759.27066466,8267.26489868,5337.01096738,7352.86098468
7020.5,3758.22168301,2759.27067221,8267.26489201,5337.01094986,7352.86098905
7020.75,3758.2216814,2759.27067979,8267.26488532,5337.01093235,7352.86099347
7021.0,3758.22167979,2759.2706874,8267.26487863,5337.01091484,7352.86099793
7021.25,3758.22167818,2759.27069505,8267.26487192,5337.01089734,7352.86100243
7021.5,3758.22167658,2759.27070273,8267.2648652,5337.01087986,7352.86100697
7021.75,3758.22167498,2759.27071045,8267.26485847,5337.0108624,7352.86101155
7022.0,3758.22167338,2759.27071819,8267.26485173,5337.01084497,7352.86101617
7022.25,3758.22167178,2759.27072598,8267.26484498,5337.01082758,7352.86102083
7022.5,3758.22167019,2759.27073379,8267.26483822,5337.01081023,7352.86102553
7022.75,3758.2216686,2759.27074164,8267.26483145,5337.01079293,7352.86103027
7023.0,3758.22166701,2759.27074952,8267.26482467,5337.01077568,7352.86103505
7023.25,3758.22166543,2759.27075744,8267.26481787,5337.01075849,7352.86103987
7023.5,3758.22166385,2759.27076539,8267.26481107,5337.01074137,7352.86104473
7023.75,3758.22166227,2759.27077337,8267.26480426,5337.01072432,7352.86104963
7024.0,3758.22166069,2759.27078139,8267.26479743,5337.01070734,7352.86105458
7024.25,3758.22165911,2759.27078944,8267.26479059,5337.01069045,7352.86105956
7024.5,3758.22165754,2759.27079752,8267.26478375,5337.01067366,7352.86106459
7024.75,3758.22165597,2759.27080564,8267.26477689,5337.01065696,7352.86106965
7025.0,3758.2216544,2759.27081379,8267.26477002,5337.01064036,7352.86107476
7025.25,3758.22165284,2759.27082197,8267.26476314,5337.01062388,7352.86107991
7025.5,3758.22165128,2759.27083019,8267.26475625,5337.01060751,7352.8610851
7025.75,3758.22164972,2759.27083844,8267.26474935,5337.01059127,7352.86109033
7026.0,3758.22164816,2759.27084672,8267.26474244,5337.01057515,7352.8610956
7026.25,3758.22164661,2759.27085504,8267.26473552,5337.01055918,7352.86110092
7026.5,3758.22164506,2759.27086339,8267.26472859,5337.01054335,7352.86110627
7026.75,3758.22164351,2759.27087177,8267.26472165,5337.01052767,7352.86111167
7027.0,3758.22164196,2759.27088019,8267.26471469,5337.01051215,7352.86111711
7027.25,3758.22164042,2759.27088864,8267.26470773,5337.0104968,7352.86112259
7027.5,3758.22163888,2759.27089713,8267.26470076,5337.01048161,7352.86112812
7027.75,3758.22163734,2759.27090564,8267.26469377,5337.01046661,7352.86113368
7028.0,3758.22163581,2759.27091419,8267.26468677,5337.0104518,7352.86113929
7028.25,3758.22163427,2759.27092278,8267.26467977,5337.01043718,7352.86114494
7028.5,3758.22163274,2759.2709314,8267.26467275,5337.01042276,7352.86115063
7028.75,3758.22163121,2759.27094005,8267.26466572,5337.01040855,7352.86115637
7029.0,3758.22162969,2759.27094873,8267.26465868,5337.01039456,7352.86116215
7029.25,3758.22162817,2759.27095745,8267.26465163,5337.01038079,7352.86116797
7029.5,3758.22162665,2759.27096621,8267.26464457,5337.01036726,7352.86117383
7029.75,3758.22162513,2759.27097499,8267.2646375,5337.01035396,7352.86117974
7030.0,3758.22162361,2759.27098381,8267.26463042,5337.01034092,7352.86118568
7030.25,3758.2216221,2759.27099266,8267.26462333,5337.01032812,7352.86119168
7030.5,3758.22162059,2759.27100155,8267.26461622,5337.01031559,7352.86119771
7030.75,3758.22161909,2759.27101047,8267.26460911,5337.01030333,7352.86120379
7031.0,3758.22161758,2759.27101942,8267.26460198,5337.01029135,7352.86120991
7031.25,3758.22161608,2759.27102841,8267.26459485,5337.01027966,7352.86121607
7031.5,3758.22161458,2759.27103743,8267.2645877,5337.01026826,7352.86122228
7031.75,3758.22161308,2759.27104648,8267.26458055,5337.01025716,7352.86122853
7032.0,3758.22161159,2759.27105557,8267.26457338,5337.01024638,7352.86123482
7032.25,3758.2216101,2759.27106468,8267.2645662,5337.01023591,7352.86124116
7032.5,3758.22160861,2759.27107384,8267.26455901,5337.01022578,7352.86124754
7032.75,3758.22160712,2759.27108302,8267.26455181,5337.01021597,7352.86125397
7033.0,3758.22160564,2759.27109224,8267.2645446,5337.01020652,7352.86126044
7033.25,3758.22160416,2759.2711015,8267.26453738,5337.01019741,7352.86126695
7033.5,3758.22160268,2759.27111078,8267.26453015,5337.01018867,7352.86127351
7033.75,3758.22160121,2759.2711201,8267.26452291,5337.0101803,7352.86128011
7034.0,3758.22159973,2759.27112946,8267.26451565,5337.0101723,7352.86128675
7034.25,3758.22159826,2759.27113885,8267.26450839,5337.0101647,7352.86129344
7034.5,3758.22159679,2759.27114827,8267.26450112,5337.01015749,7352.86130017
7034.75,3758.22159533,2759.27115772,8267.26449383,5337.01015069,7352.86130695
7035.0,3758.22159387,2759.27116721,8267.26448654,5337.0101443,7352.86131378
7035.25,3758.22159241,2759.27117673,8267.26447923,5337.01013833,7352.86132064
7035.5,3758.22159095,2759.27118628,8267.26447191,5337.01013279,7352.86132755
7035.75,3758.22158949,2759.27119587,8267.26446458,5337.0101277,7352.86133451
7036.0,3758.22158804,2759.27120549,8267.26445725,5337.01012306,7352.86134151
7036.25,3758.22158659,2759.27121514,8267.2644499,5337.01011887,7352.86134856
7036.5,3758.22158514,2759.27122483,8267.26444254,5337.01011516,7352.86135565
7036.75,3758.2215837,2759.27123455,8267.26443517,5337.01011192,7352.86136279
7037.0,3758.22158226,2759.2712443,8267.26442779,5337.01010917,7352.86136997
7037.25,3758.22158082,2759.27125409,8267.26442039,5337.01010691,7352.8613772
7037.5,3758.22157938,2759.27126391,8267.26441299,5337.01010517,7352.86138447
7037.75,3758.22157795,2759.27127377,8267.26440558,5337.01010394,7352.86139178
7038.0,3758.22157652,2759.27128365,8267.26439815,5337.01010323,7352.86139915
7038.25,3758.22157509,2759.27129357,8267.26439072,5337.01010306,7352.86140656
7038.5,3758.22157366,2759.27130353,8267.26438327,5337.01010343,7352.86141401
7038.75,3758.22157224,2759.27131352,8267.26437582,5337.01010436,7352.86142151
7039.0,3758.22157082,2759.27132354,8267.26436835,5337.01010585,7352.86142906
7039.25,3758.2215694,2759.27133359,8267.26436087,5337.01010792,7352.86143665
7039.5,3758.22156798,2759.27134368,8267.26435338,5337.01011057,7352.86144429
7039.75,3758.22156657,2759.2713538,8267.26434589,5337.01011382,7352.86145197
7040.0,3758.22156516,2759.27136395,8267.26433838,5337.01011767,7352.8614597
7040.25,3758.22156375,2759.27137414,8267.26433086,5337.01012214,7352.86146748
